Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
cebong kalo liat duit pura2 budek pasti nmenolaklupa liatbudek url,1,1,0,1,0,0,1,0,0,0,1,0
user itu biar nyambung yu semua geblek,1,1,1,0,0,0,0,0,1,1,0,0
tegas bukan keras beda kata beda pula tafsirannya,0,0,0,0,0,0,0,0,0,0,0,0
user boleh baca dengan lebih lanjut di,0,0,0,0,0,0,0,0,0,0,0,0
terkait dengan misi ini kita tinggal melihat bagaimana kelompok tokyo dan washington akan mengeksekusi indonesia lewat politik mulai 2018 ini seberapa kuat geng china komunis mewarnai kebijakan rezim pdip jkw yg diprakirakan oleh pasar akan tumbang,0,0,0,0,0,0,0,0,0,0,0,0
ganyang pki dg segala anteknya url,1,0,0,1,0,1,0,0,0,0,0,1
pengendalian diri namun sudah muak orang lain terlalu menyepelekan aku takut dan cukup lelah egoism membuatku ingin menjadi sepenuhnya si jahat bajingan,1,1,1,0,0,0,0,0,1,1,0,0
user siklus coupleannn beda rasan rasa asingn breakn break upnndah gitu aja terusnnkalau merasa tak sama seperti dulu coba saling terbuka itu biasa nya krn ada nya kurang komunikasi atau ketidak pekaan di satu pihak xf0x9fx98x85,0,0,0,0,0,0,0,0,0,0,0,0
rt user tante gak tahan dietot kontol gede url,0,1,0,0,0,0,0,0,0,0,0,0
user mabuk onta arab bro xf0x9fxa4xa3xf0x9fxa4xa3,0,1,0,0,0,0,0,0,0,0,0,0
user user next ambil alih raisa dr tangan asing tmbh byk lg bani kampret yg kelojotan huekekekek,1,1,0,1,0,0,0,0,1,0,1,0
hmm keknya bahaya kalo sampe pilihan cawapres ke dia juga bisa kejadian lagi nurunin presiden paksa kek ahok dulu yg maju akhirnya cawapresnya mungkin menang kalah tetep menang jago juga strateginya kek ga ada cawapres lain aja yg bener,1,0,1,0,0,0,0,0,1,1,0,0
karena mereka itu kere dan miskintak punya hak tanah belaga sombongbedebah semua mereka,1,1,0,1,0,0,0,0,1,0,1,0
5 hal tak mengenakkan yang bisa terjadi saat bercinta dan cara mengatasinya via user,0,0,0,0,0,0,0,0,0,0,0,0
user mau protes aja sama presiden kalo kyk gini jadinya,0,0,0,0,0,0,0,0,0,0,0,0
di dunia maya seseorg di nilai dr tulisannya jika tulisannya alay mk alaylah orgnya jika tulisannya formal mk formallah orgnya,0,0,0,0,0,0,0,0,0,0,0,0
keluarlah wahai setan miskin,0,1,0,0,0,0,0,0,0,0,0,0
user user user kelihatan asbun sby gak pernah dukung jkw tong demokrat masuk oposisiwaduhh kok tmbh kelihatan ngawur gini gembel warnet yg satu ini hhaaa,1,1,1,0,0,0,0,0,1,1,0,0
bodo fake haram,0,1,0,0,0,0,0,0,0,0,0,0
pemerintahan gus ipul dan puti ke depan akan memperkuat program nawacita presiden jokowi di jawa timur rakyatb3rsamajkw,0,0,0,0,0,0,0,0,0,0,0,0
5 berdasarkan pengalamanmu rekomendasi organisasi apa yg harus diikuti mahasiswa user kuchat,0,0,0,0,0,0,0,0,0,0,0,0
allan nairn ini yang akan terjadi kalau prabowo jadi presiden,0,0,0,0,0,0,0,0,0,0,0,0
menyerang islam mestilah dilakukan oleh orang islam ini berlaku sekian lama orang islam yang menyerang islam akan dipelihara oleh kafir sepertimana salman rushdie lelaki islam yang disimpan di uk sehingga diangkat dengan tinggi oleh negara bukan islam,0,0,0,0,0,0,0,0,0,0,0,0
user bajingan inter itu tim top dan hebat lazio itu yg sampah,1,1,0,1,0,0,0,0,1,0,1,0
user wendy kunyuk bukan wandy emang saya lalaki apa tat,0,1,0,0,0,0,0,0,0,0,0,0
user user user najib tokoh islam islam pa munafik korup dan zalim tu nislam palsu umno ada lh,1,1,1,0,1,0,0,0,0,1,0,0
user mau bangke burik apa blangsak brengsek,0,1,0,0,0,0,0,0,0,0,0,0
user semoga besok jadi 100rbkg agar bani cebong merasakan pahit nya dan segera sadar,1,1,0,1,0,0,0,0,1,0,1,0
user dpr itu kaum botol alias bodoh bin tolol otak isinya cuma gimana caranya bisa dapet duit bancakan,1,1,0,1,0,0,0,0,1,0,1,0
user user user user seng gak seneng islam nusantara pki,1,0,0,1,1,0,0,0,0,0,1,0
alangkah rugi dan nista di ke abadian jika manusia yg tercipta dr saripati tanah tapi kembalinya di nerakankri butuh koboi holistik iman,1,1,1,0,0,0,0,0,1,1,0,0
mersing saya ingat dia timbalan presiden pan salahuddin ayub tidak akan ke mana kalau buat begitu,0,0,0,0,0,0,0,0,0,0,0,0
tadi beli dapet b semua nnudah firasat hoki taunya rank turun kampret url,0,1,0,0,0,0,0,0,0,0,0,0
kopi robusta pagaralam ditanam oleh belanda pada 1930an,0,0,0,0,0,0,0,0,0,0,0,0
sori bukan munafiknngimanapun suka nya gue atau sesering apapun gue having sex bukan berarti gue suka ngeliat akun akun anonim pake ava kntl seliweran di temlen atau notif guennjadi sori banget kalo akun lo mesti gue blokir,0,1,0,0,0,0,0,0,0,0,0,0
klik,0,0,0,0,0,0,0,0,0,0,0,0
priski bolot banget,1,1,1,0,0,0,1,0,0,1,0,0
rt user semoga setya novanto mati jadi bangkai di trotoar mayatnya dimakan semut merah,1,1,1,0,0,0,0,0,1,1,0,0
rt user jokowi milih yang cerdas kali bukan anak buatan,1,0,1,0,0,0,0,0,1,1,0,0
itulah sebabnya scra ekonomi rencana tsbt dinilai berbahaya pasalnya dana murah tadi bersifat dana jangka pendek,0,0,0,0,0,0,0,0,0,0,0,0
kebijakan pemerintah yang memikirkan umat islam menjadi indikator kembali terpilihnya presiden jokowi sebagai salah satu muslim berperngaruh di dunia lantaran diterima di kalangan muslim dengan baik tokohmuslimberpengaruh themuslim500,0,0,0,0,0,0,0,0,0,0,0,0
presiden jokowi sudah merampungkan 30 proyek strategis nasional psn periode 20162017 senilai rp 948 triliun kita dukung pak jokowi 2 periode yang sdh terbukti serta melanjutkan pembangunan berkesinambungan user 2019tetapjokowi jokowi2pe,0,0,0,0,0,0,0,0,0,0,0,0
anda lapar sesaat hidup mewah di suriah mereka hidup sengsara sama2 karena islam muhammad bejad dipercaya nabi,1,1,0,1,1,0,0,0,0,0,1,0
allah swt tuhan gadungan memang harus dibuang ke jamban user user user user ngejorokin trs,1,1,0,1,1,0,0,0,0,0,0,1
user karena sekarang banci juga merokok,0,1,0,0,0,0,0,0,0,0,0,0
begal arab buta huruf malah dinabikan user begal sadis kelompok lampung yg rampok dan bunuh karyawati dibekuk,1,1,0,1,1,0,0,0,0,0,1,0
user prabowo pengecut menuduh elit goblok dan maling secara serampangan klo jantan dia hrs menyebut nama orangnya klo tdk berani berarti banci kemungkinan yg dia maksud semua ketum partai lawan politiknyahahaha salam 2 periode,1,1,1,0,0,0,0,1,0,1,0,0
user pdhl kebaya buat melestarikan budaya dan salah satu cara biar ga corat coret,0,0,0,0,0,0,0,0,0,0,0,0
user user sy sendiri berpendapat tak semua manusia sempurna ada yg dilahirkan cacat ada yg terencat dan seperti keadaan lgbt mereka ada masalah secara batin alhamdulillah kerana kita ada agama kita tau kenapa kita tak boleh nak,0,0,0,0,0,0,0,0,0,0,0,0
user mana datanyabanyak bacot sj,1,1,0,1,0,0,0,0,1,0,1,0
user duluuu bgt ada tp krn memutuskan terjun sbg kontra rezim fotofoto lama udh diapusin jd hanya tinggal memori gumpalan pixel abang telat sih knp gak follow dari dulu heh,0,0,0,0,0,0,0,0,0,0,0,0
rt user iya dizaman jokowi indo tambah mundur,1,0,1,0,0,0,0,0,1,1,0,0
ass tahun 2024 pasti presiden baru,0,0,0,0,0,0,0,0,0,0,0,0
user kalau ngepal kntl itu lo enak,0,1,0,0,0,0,0,0,0,0,0,0
baru tau ada akun promote gigolopas diliat yang minat booking lakilah dijadiin gayfix yang punya akun bencongnajis ngentot,1,1,1,0,0,0,0,1,0,1,0,0
user gak jelas lo kampang,1,1,1,0,0,0,0,0,1,1,0,0
user user gua ga bisa ewe anjir,0,1,0,0,0,0,0,0,0,0,0,0
user user ini islam tapi pikiran fasis sekaligus komunis yang benar hanya satu menurut dia kita bukan hewan kita manusia yang punya hak berpikir perbedaan adalah rahmah,0,0,0,0,0,0,0,0,0,0,0,0
user kalo itu ga ada perdebatan hindu nusantara yang benar,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user denger2 di morowali sono lgi buka loker sbnyk kl 8000 pkrja tpi isu yg beredar mngtkan bhwa pkrja yg bkal dterima cuma 2000an inikah penyebabnya nkndari adlah,0,0,0,0,0,0,0,0,0,0,0,0
user begokkkkkk dasar otak onta pikiran mesummm rakyat yg sdh kecekik ekonomi makin dicekik dg pajak semakin tinggi tp pemda dki dan dprd foya2 dgn duit pajak,1,1,0,1,0,0,0,0,1,0,1,0
hehee masi aktif kok sudah berpolitik sby aja mundur dulu mundur aja pak jenderal gatot url,1,0,1,0,0,0,0,0,1,1,0,0
user awas ada yang menggeranyangi silit mu nder,0,1,0,0,0,0,0,0,0,0,0,0
user sepertinya dia dari nu cabang kristen,1,0,1,0,1,0,0,0,0,1,0,0
lebaranpresidenbaru 1 punya massa 2 punya wibawa 3 punya strategi sidang istimewa lengserkan jokowi sebelum lebaran,1,0,1,0,0,0,0,0,1,0,0,1
user itu artinya aku yahudi,0,0,0,0,0,0,0,0,0,0,0,0
user lagi ceritacerita gitunnxf0x9fx91xa6 iya kalo di kristen kan ada rabu abu kamis putih jumat agungnxf0x9fx91xa9 sabtunxf0x9fx91xa6 jalan yuknnauk amattttttxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,0,0,0,0,0,0,0,0,0,0,0,0
keterangan para ulama menulis bahawa syarat untuk memperbaharui wuduk ialah wuduk lama itu telah digunakan untuk manamana ibadat bazl ulmajhud,0,0,0,0,0,0,0,0,0,0,0,0
user yelah tapi katolik church punya la haha,0,0,0,0,0,0,0,0,0,0,0,0
user maklum namanya uga bani pinggiran koreng,1,1,0,1,0,0,0,0,1,0,1,0
user user seharusnya ulama itu bersifat spt gus musandaikan ulama sekarang ini sifatnys spt gusmusnegara dan rakyat ini akan tenangtausyiah dan kata2nya sangat beradab dan mendinginkan suasana tidak mengadu domba sesama muslim dgn prin,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user iya tp apakah islam mengusik tp namanya juga cebong gak rese gak asikxf0x9fxa4xaaxf0x9fxa4xaaxf0x9fxa4xaa,1,1,0,1,0,0,0,0,1,0,1,0
user zon zon cocot kok miring terus,1,1,1,0,0,0,0,0,1,1,0,0
yampun ini rp asing bgt napada,0,0,0,0,0,0,0,0,0,0,0,0
siapa yg menawari b prabowo coba sebut klo tidak subut mungkin cuma hoax aja x,0,0,0,0,0,0,0,0,0,0,0,0
banci anjr wkwkwk user url,0,1,0,0,0,0,0,0,0,0,0,0
pak user berfoto ramah bareng para haters kamiganjaryasin,0,0,0,0,0,0,0,0,0,0,0,0
jokowi apresiasi bandara kertajati cepat selesai,0,0,0,0,0,0,0,0,0,0,0,0
1 penetrasi gubernur jawa tengah jateng nonaktif ganjar pranowo ke kementerian pertanian kementan membuahkan hasil lupabolehngawurjangan pilgubjateng2018 kamiganjaryasin ganjaryasin1 jatenggayeng1xlagi pdiperjuangan kandangbant3ng,0,0,0,0,0,0,0,0,0,0,0,0
giring ganesha pengagum diktator jokowi,1,0,1,0,0,0,0,0,1,1,0,0
user user user user kalau merasa kitab kalian di nista laporkan apa hubungannya dengan demo waspadai cebong kafir yg ngakungaku islam,1,1,0,1,1,0,0,0,0,0,1,0
user kacau ini era kacau lagi yg sdh pd tau tapi diam krna sdh kontrak jadi jongos asing aseng naked,1,1,0,1,0,0,0,0,1,0,1,0
user xe2x9cx85 heh mata kau lah ko kira aku ini apa ku colokkan mata kau mampus kau,1,1,1,0,0,0,0,0,1,1,0,0
karyawan depot kec bilah hilir deklarasi anti hoax amp pilkada 2018 damai,0,0,0,0,0,0,0,0,0,0,0,0
info terupdate beritaberita ekonomi bisnis keuangan dan perbankan,0,0,0,0,0,0,0,0,0,0,0,0
rp haneul bejat suka memekin muka brondongyang on retweet,1,1,1,0,0,0,0,1,0,1,0,0
user kafir pada pandangan ulamak biasanya dikaitkan dgn kafir yg allah gelarkan pada syaitan yg membawa maksud ingkar perintah allah bukan bermakna keluar dari islam,0,0,0,0,0,0,0,0,0,0,0,0
kantor lbh dikepung massa takut dikuak pokoknya ganyang pki,1,0,0,1,0,1,0,0,0,0,0,1
user gak boleh jangan sampai makan coklat dulu anjing saya malah mencret gitu untung gapapa,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user pesan yg sy tangkap dari cebong liberal anti islam adalah njangan gunakan islam dalam berpolitik pisahkanlah agama dari politik nnitu strategi basi ala o,1,1,0,1,1,0,0,0,0,0,1,0
user partai islam broyg benar benar tau dosanyabukan satu kasus ini tiga kasusternyata kaum munafikun lebih parah dr orang kafir,1,1,0,1,1,0,0,0,0,0,1,0
user aku katakan anjing kpd ahmad dani bolehaku katakan babi kpd ahmad dhani boleh,1,1,1,0,0,0,0,0,1,1,0,0
jangankan banjir tuhan aja dilawan sama ahok jakartabanjir tapi jakarta hari ini bukan banjir hanya genangan,1,0,1,0,0,0,0,0,1,1,0,0
ayo kawan kita bersamannaik delman atau ontankita samasamaa npergi ke bulaaaannn,0,0,0,0,0,0,0,0,0,0,0,0
user banyak bacot lo ini bahasa sekitar,1,1,1,0,0,0,0,0,1,1,0,0
berbeda sedikit dibanding selama era jokowi pada era 197188 china dan as tak terlibat secara langsung penyingkiran islam pada era itu dominan dilakukan oleh rezim orbacsiselit tionghoa katolik radikal tanpa partisipasi komunitas tionghoa dan sempa,0,0,0,0,0,0,0,0,0,0,0,0
user suara orang mati koq masi dipakai buat legitimasi dasar rezim cebong dungu,1,1,0,1,0,0,0,0,1,0,1,0
prabowo mau bantu rohingya ri harus disegani url url,1,0,1,0,0,0,0,0,1,1,0,0
gubernur sosialisasikan asian games kepada masyarakat sekecamatan sako,0,0,0,0,0,0,0,0,0,0,0,0
bobotoh persib terlalu agung hanya untuk bermusuhan dengan suporter kampungan persibday persibjuara,0,1,0,0,0,0,0,0,0,0,0,0
gianluigi buffon sudah tepat diusir wasit michael oliver kata presiden uefa,0,0,0,0,0,0,0,0,0,0,0,0
user user gimana rasanya nyabu bang,1,0,1,0,0,0,0,0,1,1,0,0
specheslah dengan hasil pemilihan kepala daerah dki 2017 benarkah aniessandi menang karena sara,1,0,1,0,0,0,0,0,1,1,0,0
user katanya pemerintah lagi menjunjung tinggi seni dan budaya tradisional tapi faktanya belum terasa cirebonseni taritopeng,0,0,0,0,0,0,0,0,0,0,0,0
1 siang hari ini presiden user memimpin rapat terbatas di istana kepresidenan bogor dengan topik perkembagan persiapan asian games xviii tahun 2018 jokowipacupromosiasiangames yukpromosikanasiangames18,0,0,0,0,0,0,0,0,0,0,0,0
rt user user prabowo simulut busuk dia cuma sampah negara bisa nya cuma bikin gaduh,1,1,1,0,0,0,0,0,1,1,0,0
rakyak dukung user usut tuntas kasus anies bwsdn sandiaga uno jg anggota dprmprdprd para penguasa elit politik yang telibat korupsi,1,0,0,1,0,0,0,0,1,0,1,0
lengserkan tito dah g beres kapolri masak buat sprti itu semua yg berlawanan dgn ahok dan dek jokowi dikriminalisasi,1,0,1,0,0,0,0,0,1,0,0,1
user user user user user user user user user user user user user user user user user user pastisebab itu cina,0,0,0,0,0,0,0,0,0,0,0,0
user apa kau bbual sompret,0,1,0,0,0,0,0,0,0,0,0,0
gubraaaaak malu liatnya untung semalem debat ga kaya mata najwa coba kalo formatnya sama pasti ringsek dah pasangan asu,1,1,0,1,0,0,0,0,1,0,1,0
rt user aku percaya kok mereka tuh sebetulnya baik cuman karena hasutan manusia tapi mirip iblis aja jadi mereka memandang sayaxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0
ancaman demi ancaman ku dapat dari pacarku saat dia menelfon ya aku memang sendiri di kota yg asing ini wajar jika aku takut dengan ancamannya ku fikirfikir kembali dan akhirnya aku memutuskan untuk kembali dengan pacarku dan melepaskan teman kant,0,0,0,0,0,0,0,0,0,0,0,0
pertumbuhan ekonomi indonesia luartali 2018,0,0,0,0,0,0,0,0,0,0,0,0
user bom takjil itumah,0,0,0,0,0,0,0,0,0,0,0,0
user emang cem bangsat ya temen terkutuk macam tuh untung bulan puasa nehehe,1,1,1,0,0,0,0,0,1,1,0,0
silakan simak gubernur indonesia pak user bertemu presiden user shalat jumat bersama,0,0,0,0,0,0,0,0,0,0,0,0
bacot lu member karma,1,1,1,0,0,0,0,0,1,1,0,0
rt user user aku inget dulu pernah pura pura sakit biar diperhatiin alias anjing bangsat jadi sakit beneran kan brengsek,0,1,0,0,0,0,0,0,0,0,0,0
user gini aja terus sampe titit kamu copot yangxf0x9fx99x82,0,1,0,0,0,0,0,0,0,0,0,0
rt user pengen qmu kontolin sambil ngentot ma suami url,0,1,0,0,0,0,0,0,0,0,0,0
eh sori bangetnih milton j bennet lu ngapain punya s3 kalo cuma mau bilang simpati sama empati sama sama penting goblok,1,1,1,0,0,0,0,0,1,1,0,0
kalo kenalan trus gue bilang dr kalimantan orang pada ngira gue dayak atau cina xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,0,0,0,0,0,0,0,0,0,0,0,0
user semua bukan cuma menteri anggota dpr yang ingkar saat rapat potong tunjangan dan gajinya,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user si cebong sudah kebanyakan makan tahi jokowi dia baru sadar kl nanti jokowi sudah mengumumkan indonesia dirubah menjadi indochina,1,1,0,1,0,0,0,0,1,0,1,0
user namanya anak buah iblis nmuslim taat dimusuhi muslim bermaksiyat dipujipujinpembela negeri dia benci penjilat asing dia hormati,0,1,0,0,0,0,0,0,0,0,0,0
user wkwk jahat mah edan,0,1,0,0,0,0,0,0,0,0,0,0
hai guys gakerasa ya 70 hari lagi penentuan masa depan majalengka 5 tahun kedepan gkmau lg pajak mahal gkmau lg susah cari kerjaan gkmau lg berobat susah gkmau lg biaya pendidikan mahal gkmau lg jalan banyak rusak gkmau lg e,0,0,0,0,0,0,0,0,0,0,0,0
rt user sekumpulan teman penista agamantdk ada empati buat korban banjir hanya koar2 memuji junjunganya httpstcoxqfktdg74x,1,0,0,1,0,0,0,0,1,0,1,0
presiden user bersama ulama siapapun yg dipilih rakyat itulah kehendak allah swt negara indonesia akan semakin kokoh apabila ulama dan umara selalu beriringan serta menjaga silaturahmi jokowibersamaulama kitabsucibukanfiksi,0,0,0,0,0,0,0,0,0,0,0,0
user dalam sejarah politik indonesia dikenal pergerakan 3 angkatannn1 angkatan45 yang memperjuangkan kemerdekaannn2 angkatan66 dengan tuntutan tritura bubarkan pki turunkan harga2 rombak kabinet nn3 angkatan98 dengan tuntutan refo,0,0,0,0,0,0,0,0,0,0,0,0
rt user user user heleh istana di kuasai cina hancur sudah rakyat indonesia,1,0,0,1,0,1,0,0,0,0,1,0
begitulah mediayahudi antek dajjal penjilat klo ga menggoreng issu mereka kelaparansemangat trs bang jonruabaikan cebongyg sakit otak,1,1,0,1,1,0,0,0,0,0,1,0
rt user tinggalkan bicara tentang pki mari kita fokus ke 2019 ganti presiden jadikan user sebagai the next presiden,1,0,1,0,0,0,0,0,1,1,0,0
sejak awal janji campaignnya moon jaein memang memperbaiki hubungan dgn korut kok makanya dia pilih approach utk hold project thaad sejak masa kampanyennyg bikin runyam hubungan korselkorut tahun lalu ya karena congor trump aja,0,1,0,0,0,0,0,0,0,0,0,0
user user user user sodakoh tapi ngarap imbalan wakakkakkak otak ganti presiden emang somplak,1,1,1,0,0,0,0,0,1,1,0,0
fakta keterlibatan laskar hitam terlihat di mauk dengan menyelenggarakan sunat paksa terhadap semua lelaki tionghoa di mauk selapajang dll,0,0,0,0,0,0,0,0,0,0,0,0
yahudi lobby wali allegation out qadiani lobby wali in,0,0,0,0,0,0,0,0,0,0,0,0
user lompat wesss perasaan ga bawa taplak merah,0,0,0,0,0,0,0,0,0,0,0,0
asma dewi tersangka hate speech ternyata loyalis prabowo amp aniessandi jejak digi,1,0,1,0,0,0,0,0,1,1,0,0
rt user user kalo settingan ga mungkin lah gue milih yoj itu sama aja kek nyemplung ke got bego,1,1,1,0,0,0,0,0,1,1,0,0
user user aktivis 65 itu mah yg bersama sama pak harto menumpas pki,0,0,0,0,0,0,0,0,0,0,0,0
user ya allah bener bgt dunia ssk kejam gaes member ngga punya fanbase kuat atau sultan ya sudah hanya berharap pada push manajemen yg pasti pilih2,0,0,0,0,0,0,0,0,0,0,0,0
user heh kontol jan sok pemes lu di rp muka kek memek org tua lu kek monyet agama lu aje agama kontol 9,1,1,1,0,1,0,1,1,0,1,0,0
user user babi tu makhluk allah,0,0,0,0,0,0,0,0,0,0,0,0
rt user ni memek tyap hri snge mulu,0,1,0,0,0,0,0,0,0,0,0,0
laptop gue udah dari 2 bulan lalu ga selesai selesai di service katanya cuma 2 minggu setan,0,1,0,0,0,0,0,0,0,0,0,0
user pak user lihat beda pemahaman islam antara gus mus dan baasyir isi quran harus anda buat jelas,0,0,0,0,0,0,0,0,0,0,0,0
user user user lah kamu umat apa umat iblisintinya adalah ada ribuan orang dirugikan oleh bajingan sialan kok ya masih ada yg belagitu aja,1,1,0,1,0,0,0,0,1,0,1,0
air tebu sebelum viral pun harga yahudi dah viral nanti harga nazi ke acaner,0,0,0,0,0,0,0,0,0,0,0,0
tabrakan kapal dan pembohong besar bangsa indonesia itu kerja jokowor undercover,1,0,1,0,0,0,0,0,1,1,0,0
kita berbangga kita bersyukur karena pemerintah kita berhasil mengambil alih 51 divestasi saham pt fi yang tidak berbangga dan tidak bersyukur adalah mafia tambang dan antek orde baru yang pululan tahun berkomplot dengan asing menguras dan merampok k,0,0,0,0,0,0,0,0,0,0,0,0
usss kok bloon banget sih merekaxf0x9fx98xad,1,1,0,1,0,0,0,0,1,0,1,0
user user user liat onta di namani tersinggung,0,1,0,0,0,0,0,0,0,0,0,0
mata sipit mau marah mau senang mau melirik mau apa aja tetap segaris hahaha enak nya si mata sipit,0,0,0,0,0,0,0,0,0,0,0,0
video diduga perang teroris budha yang kocar kacir melawan pertahanan pemuda muslim minoritas rohingya,1,0,0,1,1,0,0,0,0,0,1,0
user user rezim utangpencitraan demi berkuasa k3mbalirezim kampretttt,1,1,1,0,0,0,0,0,1,1,0,0
usir cina ganyang cina,1,0,0,1,0,1,0,0,0,0,0,1
user antek komunis biadab jongos cina,1,1,1,0,0,1,0,0,0,1,0,0
sudah lupa cara menikmati makan enak yang penting kenyang sajahhhhh skrg gembel xf0x9fx98xac,0,1,0,0,0,0,0,0,0,0,0,0
user user ibu pasti wanita wanita belum tentu jadi ibu goblok keahlian cebong hanya 1 tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019gantipresiden plongaplongo dun,1,1,0,1,0,0,0,0,1,0,1,0
user ribut harga mulu perasaan gw sih harga telur sama daging dr jaman psk beye sampai skrg segitu2 aja telor doang 24rbkg masa ga bisa beli ga bisa beli daging burger harga promo mulu tuh,1,1,1,0,0,0,0,0,1,1,0,0
user ga punya kntl mas,0,1,0,0,0,0,0,0,0,0,0,0
keciduk juga ni kunyuknproses hukum ajakagak usah pake matre url,1,1,1,0,0,0,0,0,1,1,0,0
user user yg menjadi masalah saat ini orang2 mempolitisasi isu2 islam nusantara bhkn ada yg smpai bilang sesat kafir dll ini yg jd persoalan ktka isu2 spti itu dipolitisasi utk kepentingan politik klo hanya dlm perbedaan pendapat ya sila,0,0,0,0,0,0,0,0,0,0,0,0
user user rejim atau pemerintahan yang berasal dari pemilu luber jurdil njangankan aktivis semua warga negara wajib mendukung pemerintah negaranya,0,0,0,0,0,0,0,0,0,0,0,0
user padahal jokowi tugasnya cuman membagikan 2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
cari makan dari eksploitasi agama adalah puncak kejahatan yg bisa dilakukan oleh manusia siapa yg bisa melakukan itu hanya menunggu kesempatan untuk melakukan kejahatan lain,0,0,0,0,0,0,0,0,0,0,0,0
tolong entot silit ku dong omnfaaiznardhinbambang priyonridwan hasian firdaus,0,1,0,0,0,0,0,0,0,0,0,0
pastinya jokowisayangipapua,0,0,0,0,0,0,0,0,0,0,0,0
user ngewe trus krj qmsekali2 donk ma kita2hehe,0,1,0,0,0,0,0,0,0,0,0,0
ikut melestarikn sbg salah satu geopark di dunia,0,0,0,0,0,0,0,0,0,0,0,0
rt user kehancuran prabowo dibuatnya sendiri dia merobek dirinya sendiri emosi mu menghancurkan dirimu,1,0,1,0,0,0,0,0,1,1,0,0
rt user user mas user cebong di kolam istana masih pada idup udh sekarat atau pd mati iq 200 sekolam cebong,1,1,1,0,0,0,0,0,1,1,0,0
lalu mereka yg teriak2 jokowi pro asingaseng oh soeharto tidak soeharto memberikan konsesi ke freeport untuk eksploitasi tambang emastembaga di papua yg amat sangat menguntungkan freeport indonesia hanya kebagian saham 85 dan royalti 1,0,0,0,0,0,0,0,0,0,0,0,0
user mbok kalo tau bego jangan ngebegoin orang lain gitu loh nanya dulu ke yang ahli,1,1,1,0,0,0,0,0,1,1,0,0
sinyal user cacat ilang2an melulu memang kau user jauh lebih baik daripada user hmm hahah,1,1,0,1,0,0,0,0,1,0,1,0
depan cermin bukan main elok buat posing bagaicuba dlm gambar nohhai cacat hahahahaha,0,1,0,0,0,0,0,0,0,0,0,0
user etapi ulet nya bikin gatal2 gak maknmak kok suka miara yg aneh2 tuyul juga mak piara,0,0,0,0,0,0,0,0,0,0,0,0
user user dia manusia produk dungunya pangkat dungu akibat lahir dungu otaknya jd dungu wajahnya pun dungu krna doyan hina semua dgn dungu,1,1,1,0,0,0,1,0,0,1,0,0
user ga rela kunyuk bahagia pagi ini,0,1,0,0,0,0,0,0,0,0,0,0
user ah bom asjbnjadng,0,0,0,0,0,0,0,0,0,0,0,0
masih bagus kalaukalau ia putus dengan cara baikbaik oka kerap meninggalkan perempuan yang berstatus pacarnya dan jalan dengan perempuan lainnniya dalam pohon yang sempurna pasti ada satu daun cacat,0,0,0,0,0,0,0,0,0,0,0,0
matanajwadebatjakarta pak anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini mjd agitatif dan licik semoga kalah kau anjing,1,1,1,0,0,0,0,0,1,1,0,0
user user ok gitu gimana nih ndermata gw jg sipit nih nderxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,0,0,0,0,0,0,0,0,0,0,0,0
ganteng banget anjir gw menggelepar,0,1,0,0,0,0,0,0,0,0,0,0
bangke nemu aja orangorang yang bisa bikin ngakak di twitter,0,1,0,0,0,0,0,0,0,0,0,0
user mereun dititah ku si gunawan sia asri ngaku kunyuk jadi aing nu keuna kehed,0,1,0,0,0,0,0,0,0,0,0,0
user yang upload medianya cebong yang feeder cebong yang komen cebong kapan loe jadi kodok klo loe cebong terus,1,1,0,1,0,0,0,0,1,0,1,0
rp haneul toketnya sering diremes monyetyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
agen dan harga tiket bus poramayana,0,0,0,0,0,0,0,0,0,0,0,0
user aseng ongseng nikmat mana lagi yg kau dustakan wkwkwkwk jgn lupa bersyukur itu lah hilang keyakinan skrg,0,0,0,0,0,0,0,0,0,0,0,0
umat budha juga harus di usir di indonesia url,1,0,0,1,1,0,0,0,0,0,0,1
jika anda ikut silahkan rt,0,0,0,0,0,0,0,0,0,0,0,0
user iya sih kek komunis banget wkwkwk,1,0,1,0,0,1,0,0,0,1,0,0
zaman now agalanya jelas dan data sdh jelas jika klaimnya benar kasi jika klaimnya tdk benar gak usah repot jangan ganti presiden 2019 ntar jg ketauan makhluk2 yg jago mlintir fakta haizzhidup kog nyari penderitaan kerja woibiar dapur bs n,0,0,0,0,0,0,0,0,0,0,0,0
